06-11-2021,4796
05-11-2021,4763
04-11-2021,4758
03-11-2021,4697
02-11-2021,4767
01-11-2021,4787
31-12-2021,4811
30-12-2021,4774
29-12-2021,4774
28-12-2021,4812
27-12-2021,4815
26-12-2021,4811
25-12-2021,4811
24-12-2021,4820
23-12-2021,4811
22-12-2021,4806
21-12-2021,4824
20-12-2021,4831
19-12-2021,4859
18-12-2021,4859
17-12-2021,4864
16-12-2021,4852
15-12-2021,4809
14-12-2021,4808
13-12-2021,4827
12-12-2021,4819
11-12-2021,4819
10-12-2021,4807
09-12-2021,4790
08-12-2021,4801
07-12-2021,4796
06-12-2021,4788
05-12-2021,4793
04-12-2021,4703
03-12-2021,4703
02-12-2021,4758
01-12-2021,4760
